what,kind,bundleId,bundleVersion,description,time
activated,perspective,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.JavaPerspective,1240867061102
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1240867061167
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.delete.line,1240867067630
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.delete.line,1240867069838
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240867070954
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867071850
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867075769
activated,perspective,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.Perspective,1240867077945
activated,view,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.views.LogCatView,1240867079332
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867079922
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867086548
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867089007
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867100405
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867103886
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867121572
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867133338
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867145508
activated,perspective,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.JavaPerspective,1240867166339
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1240867166413
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1240867170185
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1240867171341
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867229993
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867237749
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867239157
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240867249038
