what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872302968
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872483343
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1240872485641
activated,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.manifest.ManifestEditor,1240872487682
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1240872490069
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872490148
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872492699
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872492939
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872557685
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240872560480
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1240872562543
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240872563412
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1240872566001
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872573076
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872574490
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872575417
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872576859
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872582925
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872587765
activated,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.manifest.ManifestEditor,1240872589321
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240872590056
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240873687293
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240873689655
started,bundle,org.eclipse.mylyn.ide.ant,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.ide.ant,1240873693627
started,bundle,org.eclipse.mylyn.resources.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.resources.ui,1240873693685
