what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869808089
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240869835318
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869839148
executed,command,org.eclipse.mylyn.tasks.ui,3.0.5.v20090218-1800-e3x,org.eclipse.mylyn.tasks.ui.command.openTask,1240869840183
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869840285
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869840735
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.RunLast,1240869841488
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869841574
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869842052
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869911439
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869913152
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869938176
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1240869940078
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869940127
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869942812
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1240869943475
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1240869943937
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1240869944345
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1240869944897
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1240869945563
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1240869953185
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1240869956080
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.delete.line,1240869959971
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240869960405
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1240869963338
