what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869675286
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869679379
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1240869684113
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869684169
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869686206
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1240869690099
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1240869696033
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240869699000
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240869702339
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240869703057
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869704324
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.RunLast,1240869706149
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869706378
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869707182
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869708089
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869709357
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869778496
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869779442
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869788836
activated,perspective,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.Perspective,1240869790637
activated,view,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.views.LogCatView,1240869791386
activated,perspective,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.JavaPerspective,1240869804908
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1240869804983
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240869806747
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.line,1240869807998
