what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1240864044636
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240864045720
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240864053536
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864060095
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864063998
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864067232
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.RunLast,1240864068028
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864068123
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864070488
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864084926
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864085647
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864164776
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1240864175063
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240864185534
activated,view,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.PackageExplorer,1240864214384
opened,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1240864220312
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1240864220637
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1240864227827
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864227869
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864230328
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1240864230665
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.findNext,1240864235434
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1240864240374
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1240864242669
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240864242717
