what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.delete,1240863134483
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240863135055
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240863137063
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1240863143117
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1240863145731
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240863149670
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.lineStart,1240863155432
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.text.contentAssist.proposals,1240863158083
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240863161111
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863167060
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.RunLast,1240863168043
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863168142
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863168955
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863185395
activated,perspective,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.Perspective,1240863188469
activated,view,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.views.LogCatView,1240863189370
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863191810
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863206325
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863214650
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863215471
activated,perspective,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.JavaPerspective,1240863234060
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1240863234159
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1240863237582
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1240863246583
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863246634
