what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863569021
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863569945
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863598872
activated,perspective,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.Perspective,1240863601738
activated,view,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.views.LogCatView,1240863602674
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863622063
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863623245
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863623675
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863629976
activated,perspective,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.JavaPerspective,1240863634216
activated,editor,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.CompilationUnitEditor,1240863634325
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863635132
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.line,1240863636247
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863636328
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.delete.line,1240863645535
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.delete.line,1240863645832
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240863646421
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863648987
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.RunLast,1240863650001
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863650145
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863650150
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863714998
activated,perspective,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.Perspective,1240863716175
activated,view,com.android.ide.eclipse.ddms,0.8.0.v200809220836-110569,com.android.ide.eclipse.ddms.views.LogCatView,1240863717650
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240863718479
