what,kind,bundleId,bundleVersion,description,time
opened,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.manifest.ManifestEditor,1240871555343
activated,editor,com.android.ide.eclipse.editors,0.8.0.v200809220836-110569,com.android.ide.eclipse.editors.manifest.ManifestEditor,1240871555469
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240871590920
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1240871595616
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240871601748
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1240871603606
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240871605578
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1240871608432
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240871616882
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1240871618110
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240871625514
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1240871639506
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240871639615
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240871640451
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1240871643440
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.findReplace,1240871645686
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240871645739
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240871647781
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240871648824
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240871651045
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.RunLast,1240871652148
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240871652341
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240871653121
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240871654232
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240871654687
