what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240869965987
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240869969113
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.copy,1240869979330
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1240869985912
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240869986555
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1240869992454
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240869993217
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240869996552
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.edit.paste,1240869997667
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240869998236
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240870000549
executed,command,org.eclipse.debug.ui,3.4.2.v20090110_r342,org.eclipse.debug.ui.commands.RunLast,1240870001578
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240870001793
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240870001799
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240870005686
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240870007516
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240870022176
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240870023603
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240870053642
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.delete.line,1240870067385
executed,command,org.eclipse.ui,3.4.2.M20090204-0800,org.eclipse.ui.file.save,1240870067924
deactivated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240870072765
activated,workbench,org.eclipse.ui.workbench,3.4.2.M20090127-1700,,1240870078609
executed,command,org.eclipse.jdt.ui,3.4.2.r342_v20090107-0800,org.eclipse.jdt.ui.edit.text.java.open.editor,1240870102483
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.goto.lineEnd,1240870106439
